|datasheet_id|line|button|description|Unnamed: 4
2334|3950|3|•|For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced).**|
2335|3950|4|•|Any number of Death Korps Watchmasters can each replace their laspistol and chainsword with 1 boltgun and 1 close combat weapon.|
2336|3950|5|•|Any number of Death Korps Watchmasters can each replace their chainsword with 1 power weapon.|
2337|3950|6|•|"Any number of Death Korps Watchmasters can each replace their laspistol with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
2338|3950|7|*|*  You cannot select the same option more than once per unit unless it contains 20 models, in which case you cannot select the same option more than twice per unit.|
2339|3950|8|*|** A model can only take one of these options.|
2340|3951|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
2341|3951|2|•|"This model’s multi-laser can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter*</li><li>1 heavy flamer*</li></ul>"|
2342|3951|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2343|3951|4|•|This model can be equipped with 1 hunter-killer missile.|
2344|3951|5|*|* This weapon cannot be replaced.|
2345|3952|1|•|This model can be equipped with 1 storm bolter.|
2346|3953|1|•|"This model’s Taurox battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Taurox gatling cannon</li><li>1 Taurox missile launcher</li></ul>"|
2347|3953|2|•|This model’s twin Taurox hot-shot volley gun can be replaced with 1 twin autocannon.|
2348|3953|3|•|This model can be equipped with 1 storm bolter.|
2349|3954|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
2350|3954|2|•|This model can be equipped with 1 hunter-killer missile.|
2351|3954|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2352|3955|1|•||
2353|3956|1|•||
2354|3957|1|•||
2355|3958|1|•||
2356|3959|1|•|"Any number of models’ twin heavy bolters can each be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 defence searchlight</li><li>1 twin autocannon</li><li>1 twin heavy stubber</li><li>1 twin lascannon</li></ul>"|
2357|3960|1|•|"Any number of models can each have their multi-laser replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 plasma cannon</li></ul>"|
2358|3960|2|•|Any number of models can each be equipped with 1 Sentinel chainsaw.|
2359|3960|3|•|Any number of models can each be equipped with 1 hunter-killer missile.|
2360|3961|1|•|"This model’s heavy mortar can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 siege cannon</li><li>1 heavy quad launcher</li><li>1 multiple rocket launcher</li></ul>"|
2361|3962|1|•|For every 5 models in this unit, 1 model’s hunting lance can be replaced with 1 goad lance.|
2362|3962|2|•|The Rough Rider Sergeant can be equipped with 1 power sabre.|
2363|3963|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
2364|3963|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
2365|3964|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
2366|3964|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
2367|3965|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
2368|3965|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
2369|3966|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
2370|3966|2|•|This model can be equipped with 1 hunter-killer missile.|
2371|3967|1|•|"Any number of models can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"|
2372|3968|1|•|"Any number of models can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"|
2373|3970|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
2374|3970|2|•|This model can be equipped with 1 hunter-killer missile.|
2375|3971|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
2376|3971|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
2377|3972|1|•|"Any number of models can each have their malleus rocket launcher replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bombast field gun</li><li>1 heavy lascannon</li></ul>"|
2378|3973|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
2379|3973|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"|
2380|3974|1|•|"This model’s inferno cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chem cannon</li><li>1 melta cannon</li></ul>"|
2381|3974|2|•|"This model’s heavy flamer can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 multi-melta</li></ul>"|
2382|3974|3|•|This model can be equipped with 1 hunter-killer missile.|
2383|3975|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
2384|3975|2|•|This model can be equipped with 1 hunter-killer missile.|
2385|3976|1|•|"Up to 4 Kasrkin Troopers can each have their hot-shot lasgun replaced with one of the following:*<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 hot-shot volley gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
2386|3976|2|•|1 Kasrkin Trooper’s hot-shot lasgun can be replaced with 1 hot-shot marksman rifle.|
2387|3976|3|•|1 Kasrkin Trooper’s hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 melta mine.|
2388|3976|4|•|1 Kasrkin Trooper equipped with a hot-shot lasgun can be equipped with 1 vox-caster (that model’s hot-shot lasgun cannot be replaced).|
2389|3976|5|•|The Kasrkin Sergeant’s chainsword can be replaced with 1 power weapon.|
2390|3976|6|•|"The Kasrkin Sergeant’s hot-shot laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol.</li></ul>"|
2391|3976|7|*|* You cannot select the same weapon from this list more than twice per unit.|
2392|3977|1|•|1 Krieg Combat Engineer's autopistol and trench club can be replaced with 1 flamer and 1 close combat weapon.|
2393|3977|2|•|1 Krieg Combat Engineer’s autopistol and trench club can be replaced with 1 autopistol, 1 remote mine and 1 close combat weapon.|
2394|3977|3|•|Any number of models can each have their autopistol and trench club replaced with 1 combat shotgun and 1 close combat weapon.|
2395|3977|4|•|"The Krieg Engineer Watchmaster’s autopistol can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 hand flamer</li><li>1 plasma pistol</li></ul>"|
2396|3977|5|•|"The Krieg Engineer Watchmaster’s trench club can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainsword</li><li>1 power weapon</li></ul>"|
2397|3978|1|•|"Any number of Heavy Weapons Gunners can each have their lascannon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Krieg heavy flamer</li><li>1 twin Krieg heavy stubber</li></ul>"|
2398|3979|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
2399|3979|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
2400|3979|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2401|3979|4|•|This model can be equipped with 1 hunter-killer missile.|
2402|3980|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
2403|3980|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
2404|3980|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2405|3980|4|•|This model can be equipped with 1 hunter-killer missile.|
2406|3981|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
2407|3981|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
2408|3981|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2409|3981|4|•|This model can be equipped with 1 hunter-killer missile.|
2410|3982|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
2411|3982|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
2412|3982|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2413|3982|4|•|This model can be equipped with 1 hunter-killer missile.|
2414|3983|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
2415|3983|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
2416|3983|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2417|3983|4|•|This model can be equipped with 1 hunter-killer missile.|
2418|3984|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
2419|3984|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
2420|3984|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2421|3984|4|•|This model can be equipped with 1 hunter-killer missile.|
2422|3985|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
2423|3985|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
2424|3985|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
2425|3985|4|•|This model can be equipped with 1 hunter-killer missile.|
2426|3986|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
2427|3986|2|•|This model can be equipped with 1 hunter-killer missile.|
2428|3987|1|•|This model’s twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.|
2429|3987|2|•|This model’s castigator gatling cannon can be replaced with 1 pulveriser cannon.|
2430|3987|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 meltaguns</li><li>2 additional heavy stubbers</li></ul>"|
2431|3987|4|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 multi-meltas</li></ul>"|
2432|3988|1|•|"Any number of models can each have their multi-laser replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 plasma cannon</li></ul>"|
2433|3988|2|•|Any number of models can each be equipped with 1 Sentinel chainsaw.|
2434|3988|3|•|Any number of models can each be equipped with 1 hunter-killer missile.|
2435|3989|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
