|faction_id|name|id|type|cp_cost|legend|turn|phase|detachment|detachment_id|description|Unnamed: 11
1103|TAU|COORDINATE TO ENGAGE|8443004|Kauyon – Battle Tactic Stratagem|1.0|T’au Hunter Cadres work in close coordination to destroy the most dangerous enemy targets.|Your turn|Shooting phase|Kauyon|781.0|"<b>WHEN:</b> Your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> unit from your army that has just been selected as an Observer unit (see <span class=""tooltip00326"" data-tooltip-content=""#tooltip_content00326""><span class=""tt kwbu"">For</span> <span class=""tt kwbu"">the</span> <span class=""tt kwbu"">Greater</span> <span class=""tt kwbu"">Good</span></span>).<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack that targets their Spotted unit, improve the Ballistic Skill characteristic of that attack by 1 and, if your unit has the <span class=""tooltip00179"" data-tooltip-content=""#tooltip_content00179"" data-tooltip-anchor=""#tooltip_content00179""><span class=""kwb"">MARKERLIGHT</span></span> keyword, that attack has the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">[IGNORES COVER]</a></span> ability."|
1104|TAU|POINT-BLANK AMBUSH|8443003|Kauyon – Battle Tactic Stratagem|1.0|Devastating firepower need not be applied from afar, especially when striking an unsuspecting foe.|Your turn|Shooting phase|Kauyon|781.0|"<b>WHEN:</b> Your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a ranged attack that targets an enemy unit within 9"", improve the Armour Penetration characteristic of that attack by 1.<br><br><b>RESTRICTIONS:</b> You cannot use this Stratagem during the first or second <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle rounds</a>."|
1105|TAU|A TEMPTING TRAP|8443002|Kauyon – Battle Tactic Stratagem|1.0|Kauyon teaches that many things can be used to bait a trap, luring the foe into position.|Your turn|Shooting phase|Kauyon|781.0|"<b>WHEN:</b> Your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> unit from your army that has not been selected to shoot this phase. The first time you use this Stratagem, you must also select one <a href=""/wh40k10ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> that is not in your opponent’s deployment zone; until the end of the battle, this becomes your Trap objective marker.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a ranged attack that targets an enemy unit within range of your Trap objective marker, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>.<br><br><b>RESTRICTIONS:</b> You cannot use this Stratagem during the first or second <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle rounds</a>."|
1106|TAU|PHOTON GRENADES|8443006|Kauyon – Wargear Stratagem|1.0|Hurling a volley of photon grenades, the T’au leave their enemies dazzled and disorientated, unable to close the distance into combat at a crucial moment.|Opponent’s turn|Charge phase|Kauyon|781.0|"<b>WHEN:</b> Your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">Charge phase</a>, just after an enemy unit has <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">declared a charge</a>.<br><br><b>TARGET:</b> One <span class=""tooltip00800"" data-tooltip-content=""#tooltip_content00800"" data-tooltip-anchor=""#tooltip_content00800""><span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> <span class=""kwb"">GRENADES</span></span> unit from your army that was selected as one of the targets of that charge.<br><br><b>EFFECT:</b> That enemy unit must immediately take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>, and until the end of the phase, subtract 2 from <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge rolls</a> made for that enemy unit."|
1107|TAU|COMBAT EMBARKATION|8443005|Kauyon – Wargear Stratagem|1.0|Those who act as the lure in the Kauyon must be ready to make a hasty withdrawal once the enemy closes into killing range, lest they be trapped.|Opponent’s turn|Charge phase|Kauyon|781.0|"<b>WHEN:</b> Your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">Charge phase</a>, just after an enemy unit has <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">declared a charge</a>.<br><br><b>TARGET:</b> One <span class=""tooltip00315"" data-tooltip-content=""#tooltip_content00315"" data-tooltip-anchor=""#tooltip_content00315""><span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> <span class=""kwb"">INFANTRY</span></span> unit from your army that was selected as one of the targets of that charge, and one friendly <span class=""tooltip00798"" data-tooltip-content=""#tooltip_content00798"" data-tooltip-anchor=""#tooltip_content00798""><span class=""kwb"">TRANSPORT</span></span>.<br><br><b>EFFECT:</b> Your unit can <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embark</a> within that <span class=""kwb"">TRANSPORT</span>. If it does, your opponent can select new targets for that charge.<br><br><b>RESTRICTIONS:</b> Every model in your <span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> <span class=""kwb"">INFANTRY</span> unit must be within 3"" of that <span class=""kwb"">TRANSPORT</span> and there must be sufficient <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> to embark the entire unit."|
1108|TAU|A TRAP WELL LAID|8822003|Kroot Hunting Pack – Battle Tactic Stratagem|1.0|The Kroot have long perfected the art of ambush hunting, their packs working in deadly concert.|Either player’s turn|Shooting or Fight phase|Kroot Hunting Pack|847.0|"<b>WHEN:</b> Your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a> or the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>.<br><br><b>TARGET:</b> One <span class=""tooltip00317"" data-tooltip-content=""#tooltip_content00317"" data-tooltip-anchor=""#tooltip_content00317""><span class=""kwb"">KROOT</span></span> unit from your army that has not been selected to shoot or fight this phase.<br><br><b>EFFECT:</b> After your unit has resolved its attacks this phase, select one enemy unit that was hit by one or more of those attacks. Until the end of the phase, each time a <span class=""kwb"">KROOT</span> model from your army makes an attack that targets that enemy unit, unless the attacking unit is <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, improve the Armour Penetration characteristic of that attack by 1."|
1109|TAU|JOIN THE HUNT|8822002|Kroot Hunting Pack – Battle Tactic Stratagem|2.0|When a Kroot Hunting Pack closes in on its prey, there are often other hunters waiting to join in the fray and take their share of any spoils.|Either player’s turn|Any phase|Kroot Hunting Pack|847.0|"<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One <span class=""tooltip00347"" data-tooltip-content=""#tooltip_content00347"" data-tooltip-anchor=""#tooltip_content00347""><span class=""kwb"">KROOT</span> <span class=""kwb"">INFANTRY</span></span> or <a class=""kwbOne"" href=""/wh40k10ed/factions/t-au-empire/Kroot-Hounds""><span class=""kwb kwbo"">KROOT</span> <span class=""kwb kwbo"">HOUNDS</span></a> unit from your army that was just <a href=""/wh40k10ed/the-rules/core-rules/#Destroyed"">destroyed</a>. You can use this Stratagem on that unit even though it was just destroyed.<br><br><b>EFFECT:</b> Add a new unit to your army identical to your destroyed unit, in <a href=""/wh40k10ed/the-rules/core-rules/#Strategic-Reserves"">Strategic Reserves</a>, at its <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strength</a>.<br><br><b>RESTRICTIONS:</b> This Stratagem cannot be used to return destroyed <span class=""tooltip00801"" data-tooltip-content=""#tooltip_content00801"" data-tooltip-anchor=""#tooltip_content00801""><span class=""kwb"">CHARACTER</span></span> units to <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Attached units</a>. You can only use this Stratagem once per battle."|
1110|TAU|HIDDEN HUNTERS|8822007|Kroot Hunting Pack – Strategic Ploy Stratagem|1.0|The Kroot are experts in camouflage and concealment, able to utilise cover in ways most foes would never consider and - to their great misfortune - do not anticipate.|Opponent’s turn|Shooting phase|Kroot Hunting Pack|847.0|"<b>WHEN:</b> Your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class=""tooltip00317"" data-tooltip-content=""#tooltip_content00317"" data-tooltip-anchor=""#tooltip_content00317""><span class=""kwb"">KROOT</span></span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, your unit can only be selected as the target of a ranged attack if the attacking model is within 18""."|
1111|TAU|GUERRILLA WARRIORS|8822006|Kroot Hunting Pack – Strategic Ploy Stratagem|1.0|Kroot see no value in stand-up fights, caring little for honour or glory. They hit and fade, frustrating their foes and bleeding them by degrees until - weakened and out of position - they are rendered vulnerable.|Your turn|Movement phase|Kroot Hunting Pack|847.0|"<b>WHEN:</b> Your <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, just after a <span class=""tooltip00317"" data-tooltip-content=""#tooltip_content00317"" data-tooltip-anchor=""#tooltip_content00317""><span class=""kwb"">KROOT</span></span> unit from your army <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falls Back</a>.<br><br><b>TARGET:</b> That <span class=""kwb"">KROOT</span> unit.<br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to shoot and <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a>."|
1112|TAU|THE GRISLY FEAST|8822005|Kroot Hunting Pack – Strategic Ploy Stratagem|1.0|The psychological impact of witnessing one's comrades being dismembered and devoured by gore-splattered Kroot cannot be overstated.|Either player’s turn|Fight phase|Kroot Hunting Pack|847.0|"<b>WHEN:</b> <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>.<br><br><b>TARGET:</b> One <span class=""tooltip00317"" data-tooltip-content=""#tooltip_content00317"" data-tooltip-anchor=""#tooltip_content00317""><span class=""kwb"">KROOT</span></span> unit from your army that <a href=""/wh40k10ed/the-rules/core-rules/#Destroyed"">destroyed</a> one or more enemy units this phase.<br><br><b>EFFECT:</b> In your opponent’s next <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, each enemy unit within 6"" of your unit must take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>. If the unit taking that test is <a href=""/wh40k10ed/the-rules/core-rules/#Below-Half-strength"">Below Half-strength</a>, subtract 1 from that test. Enemy units affected by this Stratagem do not need to take any other <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock tests</a> in the same phase."|
1113|TAU|EMP GRENADES|8822004|Kroot Hunting Pack – Wargear Stratagem|1.0|Furnished by T’au allies or returning Farstalkers, these electromagnetic grenades wreak havoc with the animuses of armoured fighting vehicles.|Either player’s turn|Shooting or Fight phase|Kroot Hunting Pack|847.0|"<b>WHEN:</b> Your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a> or the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>, just after an enemy <span class=""kwb"">VEHICLE</span> unit is selected to shoot or fight.<br><br><b>TARGET:</b> One <span class=""tooltip00802"" data-tooltip-content=""#tooltip_content00802"" data-tooltip-anchor=""#tooltip_content00802""><span class=""kwb"">KROOT</span> <span class=""kwb"">GRENADES</span></span> unit from your army within 8"" of that enemy <span class=""kwb"">VEHICLE</span> unit.<br><br><b>EFFECT:</b> Until the end of the phase, worsen the Weapon Skill and Ballistic Skill characteristics of that enemy <span class=""kwb"">VEHICLE</span> unit’s weapons by 1."|
1114|TAU|BOARDING BLADES|9646002|Kroot Raiding Party – Battle Tactic Stratagem|1.0|Expecting close-quarters carnage, these Kroot have adapted the blades on their weapons to slice through even thick armour.|Either player’s turn|Fight phase|Kroot Raiding Party|967.0|"<b>WHEN:</b> <a href=""/wh40k10ed/the-rules/boarding-action-rules/#Fight-Phase"">Fight phase</a>.<br><br><b>TARGET:</b> One <span class=""tooltip00317"" data-tooltip-content=""#tooltip_content00317"" data-tooltip-anchor=""#tooltip_content00317""><span class=""kwb"">KROOT</span></span> unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, improve the Armour Penetration characteristic of melee weapons equipped by models in your unit by 1. In addition, each time a model in your unit makes an attack, on a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Critical Wound</a>, improve the Armour Penetration characteristic of that attack by an additional 1."|
1115|TAU|BRUTE FORCE|9646004|Kroot Raiding Party – Strategic Ploy Stratagem|1.0|Where cunning will not suffice, the brutal strength of Krootox sees hatchways and bulkheads smashed to pieces, filling the corridors beyond with whickering shrapnel.|Your turn|Movement phase|Kroot Raiding Party|967.0|"<b>WHEN:</b> Your <a href=""/wh40k10ed/the-rules/boarding-action-rules/#Movement-Phase"">Movement phase</a>, just after a <a class=""kwbOne"" href=""/wh40k10ed/factions/t-au-empire/Krootox-Riders""><span class=""kwb kwbo"">KROOTOX</span> <span class=""kwb kwbo"">RIDERS</span></a> unit from your army opens a <a href=""/wh40k10ed/the-rules/boarding-action-rules/#Terrain"">Hatchway</a>.<br><br><b>TARGET:</b> That <span class=""kwb"">KROOTOX</span> <span class=""kwb"">RIDERS</span> unit.<br><br><b>EFFECT:</b> Roll one D6 for each unit that is within 3"" of that Hatchway, if that Hatchway is <a href=""/wh40k10ed/the-rules/boarding-action-rules/#Visibility"">visible</a> to that unit and that unit is wholly on the opposite side of it from your unit: on a 2-4, that enemy unit suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>; on a 5+, that enemy unit suffers 2 mortal wounds."|
1116|TAU|SWEEPING AMBUSH|9646003|Kroot Raiding Party – Strategic Ploy Stratagem|1.0|Once they spring their ambush these Kroot move fast, hacking through one band of foes and pouncing on the next before the enemy can regain their footing.|Either player’s turn|Fight phase|Kroot Raiding Party|967.0|"<b>WHEN:</b> <a href=""/wh40k10ed/the-rules/boarding-action-rules/#Fight-Phase"">Fight phase</a>.<br><br><b>TARGET:</b> One <span class=""tooltip00317"" data-tooltip-content=""#tooltip_content00317"" data-tooltip-anchor=""#tooltip_content00317""><span class=""kwb"">KROOT</span></span> unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Pile-In"">Pile-in</a> or <a href=""/wh40k10ed/the-rules/core-rules/#3.-Consolidate"">Consolidation move</a>, it can move up to 6"" instead of up to 3"". In addition, when making a Consolidation move, that model can end that move within <a href=""/wh40k10ed/the-rules/boarding-action-rules/#Engagement-Range"">Engagement Range</a> of the closest enemy unit that was not <a href=""/wh40k10ed/the-rules/boarding-action-rules/#Visibility"">visible</a> to its unit when it started that move."|
